image_name,class,class_index,original_labels
India_000105.jpg,Pothole,2,"D40, D40, D40"
India_000106.jpg,Normal,0,
India_000107.jpg,Normal,0,
India_000108.jpg,Normal,0,
India_000109.jpg,Both,3,"D40, D20"
India_000110.jpg,Normal,0,
India_000111.jpg,Normal,0,
India_000112.jpg,Normal,0,
India_000113.jpg,Normal,0,
India_000114.jpg,Crack,1,D20
India_000115.jpg,Both,3,"D10, D40"
India_000116.jpg,Normal,0,
India_000117.jpg,Normal,0,
India_000118.jpg,Normal,0,
India_000119.jpg,Normal,0,
India_000121.jpg,Normal,0,
India_000123.jpg,Normal,0,
India_000124.jpg,Normal,0,
India_000125.jpg,Crack,1,"D00, D00, D00, D00"
India_000126.jpg,Both,3,"D20, D40, D20"
India_000127.jpg,Both,3,"D20, D40"
India_000128.jpg,Pothole,2,"D40, D44, D44, D50"
India_000129.jpg,Normal,0,
India_000130.jpg,Crack,1,"D44, D20"
India_000131.jpg,Both,3,"D00, D20, D40"
India_000132.jpg,Normal,0,
India_000133.jpg,Normal,0,
India_000134.jpg,Normal,0,
India_000135.jpg,Normal,0,
India_000136.jpg,Normal,0,
India_000138.jpg,Normal,0,
India_000140.jpg,Normal,0,
India_000142.jpg,Crack,1,"D44, D20, D43"
India_000144.jpg,Normal,0,
India_000145.jpg,Crack,1,"D11, D01, D01"
India_000146.jpg,Normal,0,D44
India_000147.jpg,Both,3,"D40, D40, D00, D20"
India_000148.jpg,Normal,0,
India_000150.jpg,Normal,0,
India_000151.jpg,Normal,0,
India_000155.jpg,Both,3,"D00, D40"
India_000156.jpg,Normal,0,
India_000157.jpg,Crack,1,"D20, D00, D00"
India_000158.jpg,Crack,1,D20
India_000160.jpg,Normal,0,
India_000162.jpg,Normal,0,
India_000163.jpg,Normal,0,D43
India_000164.jpg,Crack,1,"D43, D20"
India_000165.jpg,Normal,0,
India_000166.jpg,Normal,0,
India_000168.jpg,Pothole,2,"D40, D40, D40"
India_000169.jpg,Normal,0,
India_000170.jpg,Normal,0,
India_000171.jpg,Normal,0,
India_000173.jpg,Pothole,2,"D40, D40"
India_000174.jpg,Pothole,2,"D40, D40, D40, D40"
India_000175.jpg,Normal,0,
India_000177.jpg,Normal,0,
India_000178.jpg,Normal,0,
India_000179.jpg,Normal,0,
India_000180.jpg,Normal,0,
India_000182.jpg,Normal,0,D44
India_000184.jpg,Crack,1,D20
India_000186.jpg,Normal,0,
India_000187.jpg,Normal,0,
India_000188.jpg,Normal,0,
India_000189.jpg,Normal,0,D43
India_000190.jpg,Normal,0,
India_000191.jpg,Crack,1,"D44, D20, D20"
India_000193.jpg,Both,3,"D40, D10, D40"
India_000194.jpg,Normal,0,
India_000195.jpg,Normal,0,
India_000196.jpg,Normal,0,
India_000197.jpg,Crack,1,"D00, D20"
India_000198.jpg,Normal,0,
India_000199.jpg,Crack,1,D00
India_000200.jpg,Crack,1,D20
India_000201.jpg,Normal,0,D44
India_000203.jpg,Normal,0,D44
India_000204.jpg,Normal,0,
India_000205.jpg,Crack,1,D00
India_000206.jpg,Normal,0,
India_000207.jpg,Normal,0,
India_000208.jpg,Normal,0,
India_000209.jpg,Both,3,"D20, D40, D40, D40, D40, D40, D40"
India_000210.jpg,Crack,1,D00
India_000213.jpg,Normal,0,
India_000214.jpg,Normal,0,D44
India_000217.jpg,Normal,0,
India_000218.jpg,Normal,0,
India_000219.jpg,Normal,0,
India_000222.jpg,Crack,1,"D20, D44"
India_000223.jpg,Both,3,"D00, D40, D40, D40, D40, D40, D40"
India_000224.jpg,Crack,1,D00
India_000225.jpg,Normal,0,
India_000226.jpg,Normal,0,
India_000227.jpg,Normal,0,
India_000228.jpg,Normal,0,
India_000229.jpg,Normal,0,
India_000230.jpg,Both,3,"D20, D40"
India_000232.jpg,Crack,1,D00
India_000233.jpg,Normal,0,
India_000235.jpg,Normal,0,
India_000236.jpg,Normal,0,
India_000238.jpg,Normal,0,
India_000241.jpg,Both,3,"D20, D40"
India_000242.jpg,Normal,0,
India_000243.jpg,Normal,0,
India_000244.jpg,Normal,0,
India_000245.jpg,Normal,0,D44
India_000249.jpg,Normal,0,
India_000251.jpg,Normal,0,
India_000252.jpg,Normal,0,
India_000253.jpg,Normal,0,
India_000254.jpg,Normal,0,
India_000255.jpg,Normal,0,
India_000256.jpg,Crack,1,"D00, D44"
India_000257.jpg,Normal,0,
India_000258.jpg,Normal,0,
India_000259.jpg,Crack,1,D00
India_000260.jpg,Normal,0,D44
India_000261.jpg,Pothole,2,D40
India_000262.jpg,Normal,0,
India_000263.jpg,Normal,0,
India_000267.jpg,Crack,1,"D00, D00, D00"
India_000268.jpg,Pothole,2,"D40, D50"
India_000269.jpg,Crack,1,D20
India_000270.jpg,Crack,1,"D20, D00"
India_000271.jpg,Crack,1,D20
India_000272.jpg,Crack,1,"D44, D20, D43"
India_000273.jpg,Normal,0,
India_000274.jpg,Both,3,"D40, D40, D20, D40"
India_000275.jpg,Crack,1,"D44, D00"
India_000276.jpg,Normal,0,
India_000278.jpg,Pothole,2,D40
India_000279.jpg,Normal,0,
India_000280.jpg,Normal,0,
India_000281.jpg,Normal,0,
India_000282.jpg,Normal,0,
India_000283.jpg,Crack,1,"D44, D20"
India_000285.jpg,Crack,1,"D20, D43, D44"
India_000286.jpg,Normal,0,
India_000288.jpg,Pothole,2,"D40, D40"
India_000289.jpg,Normal,0,
India_000290.jpg,Normal,0,
India_000291.jpg,Normal,0,
India_000292.jpg,Crack,1,"D20, D00"
India_000293.jpg,Crack,1,D00
India_000294.jpg,Normal,0,
India_000295.jpg,Normal,0,
India_000297.jpg,Normal,0,
India_000298.jpg,Crack,1,"D20, D20"
India_000299.jpg,Crack,1,"D00, D20"
India_000300.jpg,Normal,0,
India_000301.jpg,Pothole,2,"D40, D40"
India_000302.jpg,Crack,1,D20
India_000303.jpg,Normal,0,
India_000304.jpg,Normal,0,
India_000305.jpg,Normal,0,
India_000306.jpg,Normal,0,
India_000308.jpg,Normal,0,
India_000309.jpg,Crack,1,"D20, D01"
India_000310.jpg,Crack,1,D20
India_000311.jpg,Normal,0,
India_000312.jpg,Crack,1,D00
India_000313.jpg,Normal,0,
India_000315.jpg,Normal,0,
India_000316.jpg,Both,3,"D40, D40, D40, D40, D40, D20, D00"
India_000317.jpg,Both,3,"D40, D00, D20"
India_000318.jpg,Normal,0,
India_000319.jpg,Crack,1,"D01, D00"
India_000320.jpg,Both,3,"D00, D40"
India_000321.jpg,Normal,0,
India_000323.jpg,Both,3,"D20, D40, D40, D40"
India_000325.jpg,Normal,0,
India_000326.jpg,Normal,0,
India_000327.jpg,Normal,0,
India_000329.jpg,Normal,0,D44
India_000330.jpg,Crack,1,D00
India_000332.jpg,Normal,0,
India_000333.jpg,Normal,0,
India_000334.jpg,Normal,0,
India_000335.jpg,Normal,0,D44
India_000336.jpg,Normal,0,
India_000337.jpg,Normal,0,
India_000338.jpg,Normal,0,
India_000339.jpg,Normal,0,
India_000340.jpg,Normal,0,
India_000341.jpg,Normal,0,
India_000343.jpg,Crack,1,"D20, D44"
India_000345.jpg,Normal,0,
India_000347.jpg,Normal,0,
India_000348.jpg,Crack,1,"D20, D44"
India_000349.jpg,Normal,0,
India_000350.jpg,Crack,1,D20
India_000351.jpg,Normal,0,
India_000352.jpg,Both,3,"D20, D20, D40, D40"
India_000353.jpg,Crack,1,"D20, D20, D44"
India_000354.jpg,Normal,0,
India_000356.jpg,Normal,0,
India_000358.jpg,Normal,0,D50
India_000359.jpg,Normal,0,
India_000361.jpg,Both,3,"D20, D40, D40, D40"
India_000362.jpg,Crack,1,"D00, D00, D00, D00, D20"
India_000363.jpg,Normal,0,
India_000365.jpg,Normal,0,
India_000366.jpg,Normal,0,
India_000367.jpg,Both,3,"D20, D40, D00"
India_000368.jpg,Both,3,"D40, D40, D40, D00, D00"
India_000369.jpg,Crack,1,"D20, D44"
India_000371.jpg,Crack,1,"D44, D20, D20"
India_000372.jpg,Normal,0,
India_000373.jpg,Both,3,"D40, D00"
India_000375.jpg,Normal,0,
India_000376.jpg,Normal,0,
India_000378.jpg,Normal,0,
India_000379.jpg,Normal,0,D44
India_000382.jpg,Crack,1,"D00, D00, D00, D00, D20"
India_000383.jpg,Both,3,"D40, D20, D40, D40, D40, D40"
India_000384.jpg,Both,3,"D40, D40, D20"
India_000385.jpg,Normal,0,
India_000387.jpg,Normal,0,
India_000389.jpg,Pothole,2,D40
India_000390.jpg,Normal,0,
India_000391.jpg,Both,3,"D44, D40, D00"
India_000392.jpg,Pothole,2,D40
India_000393.jpg,Normal,0,
India_000394.jpg,Normal,0,
India_000395.jpg,Normal,0,
India_000399.jpg,Pothole,2,"D40, D40"
India_000400.jpg,Normal,0,
India_000402.jpg,Pothole,2,"D40, D40"
India_000403.jpg,Crack,1,D20
India_000405.jpg,Normal,0,
India_000406.jpg,Normal,0,
India_000407.jpg,Normal,0,"D44, D44"
India_000408.jpg,Normal,0,
India_000409.jpg,Crack,1,"D20, D44"
India_000410.jpg,Normal,0,D44
India_000411.jpg,Normal,0,
India_000412.jpg,Crack,1,"D00, D20"
India_000414.jpg,Normal,0,D44
India_000415.jpg,Normal,0,
India_000416.jpg,Crack,1,D20
India_000417.jpg,Normal,0,
India_000418.jpg,Normal,0,
India_000420.jpg,Normal,0,
India_000421.jpg,Crack,1,"D44, D20"
India_000423.jpg,Normal,0,
India_000424.jpg,Crack,1,D20
India_000425.jpg,Normal,0,
India_000426.jpg,Normal,0,
India_000427.jpg,Crack,1,D20
India_000428.jpg,Crack,1,D00
India_000429.jpg,Normal,0,
India_000430.jpg,Normal,0,
India_000431.jpg,Pothole,2,D40
India_000432.jpg,Crack,1,D20
India_000433.jpg,Normal,0,
India_000434.jpg,Normal,0,
India_000436.jpg,Crack,1,"D00, D20"
India_000437.jpg,Normal,0,
India_000438.jpg,Pothole,2,"D40, D40"
India_000439.jpg,Both,3,"D40, D40, D40, D40, D40, D20, D20, D40"
India_000440.jpg,Pothole,2,D40
India_000442.jpg,Normal,0,
India_000443.jpg,Normal,0,
India_000444.jpg,Normal,0,
India_000445.jpg,Normal,0,
India_000446.jpg,Crack,1,D00
India_000447.jpg,Normal,0,
India_000448.jpg,Pothole,2,"D40, D40, D40"
India_000449.jpg,Normal,0,
India_000451.jpg,Normal,0,D44
India_000452.jpg,Normal,0,
India_000453.jpg,Crack,1,D01
India_000454.jpg,Normal,0,
India_000455.jpg,Crack,1,D20
India_000456.jpg,Both,3,"D40, D00, D00, D40"
India_000457.jpg,Normal,0,
India_000459.jpg,Crack,1,"D20, D44"
India_000461.jpg,Normal,0,
India_000462.jpg,Crack,1,"D20, D00"
India_000465.jpg,Normal,0,
India_000466.jpg,Both,3,"D20, D40, D40, D40, D40"
India_000467.jpg,Crack,1,"D44, D20"
India_000470.jpg,Pothole,2,"D40, D40, D40, D40, D40, D40, D40"
India_000471.jpg,Crack,1,"D44, D20"
India_000472.jpg,Both,3,"D20, D00, D40, D40"
India_000473.jpg,Normal,0,
India_000474.jpg,Normal,0,
India_000475.jpg,Both,3,"D40, D40, D40, D40, D20"
India_000476.jpg,Normal,0,
India_000477.jpg,Normal,0,D44
India_000478.jpg,Crack,1,"D00, D00"
India_000480.jpg,Crack,1,"D20, D43"
India_000481.jpg,Normal,0,
India_000482.jpg,Crack,1,"D00, D00"
India_000483.jpg,Crack,1,D20
India_000484.jpg,Normal,0,
India_000485.jpg,Pothole,2,D40
India_000486.jpg,Both,3,"D20, D40"
India_000487.jpg,Normal,0,
India_000488.jpg,Normal,0,
India_000489.jpg,Normal,0,
India_000492.jpg,Normal,0,D44
India_000493.jpg,Crack,1,D20
India_000494.jpg,Crack,1,"D00, D00"
India_000495.jpg,Normal,0,D44
India_000496.jpg,Normal,0,
India_000497.jpg,Normal,0,
India_000498.jpg,Crack,1,D20
India_000499.jpg,Normal,0,
India_000500.jpg,Crack,1,D20
India_000501.jpg,Normal,0,
India_000502.jpg,Normal,0,
India_000503.jpg,Normal,0,
India_000504.jpg,Crack,1,D20
India_000507.jpg,Normal,0,
India_000508.jpg,Normal,0,
India_000509.jpg,Normal,0,
India_000510.jpg,Normal,0,
India_000511.jpg,Crack,1,"D00, D00"
India_000512.jpg,Crack,1,D20
India_000513.jpg,Normal,0,
India_000514.jpg,Crack,1,"D00, D20"
India_000516.jpg,Normal,0,
India_000517.jpg,Both,3,"D40, D40, D40, D40, D20"
India_000518.jpg,Normal,0,
India_000519.jpg,Normal,0,
India_000521.jpg,Normal,0,
India_000522.jpg,Crack,1,"D20, D44"
India_000524.jpg,Crack,1,"D00, D00, D20"
India_000525.jpg,Crack,1,"D20, D44"
India_000526.jpg,Normal,0,
India_000527.jpg,Normal,0,
India_000528.jpg,Crack,1,"D10, D00"
India_000529.jpg,Normal,0,
India_000532.jpg,Crack,1,"D00, D00"
India_000533.jpg,Normal,0,
India_000534.jpg,Normal,0,D44
India_000535.jpg,Pothole,2,D40
India_000536.jpg,Normal,0,
India_000537.jpg,Both,3,"D40, D40, D40, D40, D40, D40, D40, D20, D40, D00"
India_000538.jpg,Normal,0,
India_000540.jpg,Normal,0,
India_000542.jpg,Crack,1,"D00, D00"
India_000543.jpg,Normal,0,
India_000544.jpg,Both,3,"D20, D40, D40, D40"
India_000545.jpg,Pothole,2,D40
India_000546.jpg,Normal,0,
India_000548.jpg,Crack,1,D20
India_000549.jpg,Normal,0,
India_000551.jpg,Normal,0,
India_000552.jpg,Pothole,2,"D40, D40, D40, D40, D40, D40"
India_000554.jpg,Normal,0,
India_000555.jpg,Crack,1,"D20, D20"
India_000556.jpg,Crack,1,"D20, D20"
India_000557.jpg,Pothole,2,"D40, D40, D40, D40, D40"
India_000558.jpg,Normal,0,
India_000559.jpg,Normal,0,
India_000560.jpg,Crack,1,"D00, D00"
India_000561.jpg,Crack,1,D00
India_000562.jpg,Both,3,"D00, D00, D40"
India_000563.jpg,Both,3,"D20, D40"
India_000564.jpg,Normal,0,
India_000565.jpg,Normal,0,
India_000566.jpg,Normal,0,D44
India_000567.jpg,Normal,0,
India_000568.jpg,Normal,0,
India_000569.jpg,Normal,0,
India_000570.jpg,Normal,0,"D44, D44"
India_000571.jpg,Normal,0,
India_000572.jpg,Normal,0,
India_000574.jpg,Normal,0,
India_000575.jpg,Pothole,2,"D40, D40"
India_000576.jpg,Both,3,"D20, D20, D40"
India_000577.jpg,Normal,0,
India_000578.jpg,Crack,1,"D01, D01, D00"
India_000579.jpg,Both,3,"D20, D20, D20, D40, D40"
India_000580.jpg,Both,3,"D20, D40, D44"
India_000581.jpg,Pothole,2,"D40, D40"
India_000582.jpg,Crack,1,D20
India_000584.jpg,Normal,0,
India_000585.jpg,Normal,0,
India_000586.jpg,Both,3,"D40, D40, D40, D20"
India_000588.jpg,Normal,0,
India_000589.jpg,Crack,1,D10
India_000590.jpg,Both,3,"D40, D00"
India_000591.jpg,Both,3,"D20, D40"
India_000592.jpg,Crack,1,"D20, D43"
India_000593.jpg,Normal,0,
India_000594.jpg,Normal,0,
India_000595.jpg,Pothole,2,"D40, D40, D40"
India_000596.jpg,Both,3,"D40, D20"
India_000597.jpg,Crack,1,"D00, D20"
India_000598.jpg,Normal,0,
India_000599.jpg,Crack,1,D00
India_000600.jpg,Normal,0,
India_000601.jpg,Crack,1,D20
India_000602.jpg,Normal,0,
India_000603.jpg,Crack,1,D00
India_000605.jpg,Crack,1,"D44, D20, D20, D20"
India_000606.jpg,Normal,0,
India_000608.jpg,Normal,0,
India_000609.jpg,Crack,1,"D20, D00"
India_000611.jpg,Crack,1,D20
India_000612.jpg,Pothole,2,D40
India_000614.jpg,Pothole,2,"D40, D40"
India_000616.jpg,Normal,0,
India_000617.jpg,Crack,1,D20
India_000618.jpg,Both,3,"D40, D40, D20, D44"
India_000619.jpg,Normal,0,
India_000620.jpg,Normal,0,
India_000621.jpg,Normal,0,
India_000622.jpg,Crack,1,"D20, D20, D43"
India_000624.jpg,Crack,1,D01
India_000625.jpg,Normal,0,
India_000626.jpg,Normal,0,
India_000627.jpg,Pothole,2,D40
India_000628.jpg,Both,3,"D20, D40"
India_000630.jpg,Crack,1,"D20, D00"
India_000631.jpg,Both,3,"D40, D40, D20"
India_000635.jpg,Normal,0,
India_000636.jpg,Normal,0,
India_000637.jpg,Normal,0,
India_000638.jpg,Normal,0,D44
India_000639.jpg,Normal,0,
India_000642.jpg,Normal,0,
India_000644.jpg,Both,3,"D00, D40"
India_000646.jpg,Both,3,"D20, D00, D40"
India_000647.jpg,Normal,0,
India_000648.jpg,Normal,0,
India_000649.jpg,Normal,0,
India_000651.jpg,Normal,0,
India_000652.jpg,Both,3,"D40, D40, D40, D20, D20, D40"
India_000653.jpg,Normal,0,
India_000654.jpg,Pothole,2,D40
India_000655.jpg,Crack,1,D20
India_000656.jpg,Crack,1,D20
India_000657.jpg,Normal,0,
India_000659.jpg,Both,3,"D20, D40, D40, D40, D40, D40, D40"
India_000661.jpg,Normal,0,
India_000662.jpg,Normal,0,
India_000663.jpg,Normal,0,
India_000665.jpg,Crack,1,"D20, D00, D00, D00"
India_000667.jpg,Crack,1,D20
India_000669.jpg,Both,3,"D40, D00, D20, D40"
India_000670.jpg,Normal,0,
India_000675.jpg,Normal,0,
India_000676.jpg,Crack,1,D20
India_000677.jpg,Normal,0,
India_000678.jpg,Crack,1,"D20, D44"
India_000679.jpg,Normal,0,
India_000680.jpg,Crack,1,"D00, D20"
India_000681.jpg,Normal,0,D44
India_000682.jpg,Pothole,2,"D43, D40"
India_000683.jpg,Crack,1,"D00, D00"
India_000684.jpg,Pothole,2,"D40, D40"
India_000685.jpg,Both,3,"D40, D40, D00, D00"
India_000688.jpg,Crack,1,D00
India_000690.jpg,Crack,1,D20
India_000691.jpg,Normal,0,
India_000692.jpg,Normal,0,
India_000693.jpg,Normal,0,
India_000694.jpg,Normal,0,
India_000696.jpg,Normal,0,
India_000697.jpg,Normal,0,
India_000698.jpg,Normal,0,
India_000699.jpg,Normal,0,
India_000700.jpg,Crack,1,D20
India_000701.jpg,Pothole,2,D40
India_000702.jpg,Crack,1,D20
India_000703.jpg,Normal,0,
India_000704.jpg,Normal,0,
India_000705.jpg,Both,3,"D40, D40, D20"
India_000709.jpg,Normal,0,D44
India_000710.jpg,Both,3,"D40, D40, D00"
India_000711.jpg,Normal,0,D44
India_000712.jpg,Normal,0,
India_000714.jpg,Both,3,"D20, D40, D40"
India_000715.jpg,Crack,1,D20
India_000716.jpg,Normal,0,
India_000718.jpg,Pothole,2,"D40, D40"
India_000719.jpg,Normal,0,
India_000721.jpg,Normal,0,
India_000722.jpg,Normal,0,
India_000724.jpg,Pothole,2,D40
India_000725.jpg,Normal,0,
India_000726.jpg,Crack,1,D20
India_000727.jpg,Normal,0,
India_000728.jpg,Normal,0,
India_000729.jpg,Pothole,2,"D40, D40, D40, D40, D40, D40"
India_000730.jpg,Crack,1,D20
India_000731.jpg,Pothole,2,D40
India_000732.jpg,Pothole,2,D40
India_000733.jpg,Normal,0,
India_000734.jpg,Normal,0,
India_000735.jpg,Pothole,2,D40
India_000736.jpg,Normal,0,
India_000737.jpg,Normal,0,
India_000738.jpg,Normal,0,
India_000739.jpg,Crack,1,"D00, D20"
India_000740.jpg,Crack,1,D00
India_000741.jpg,Normal,0,
India_000742.jpg,Crack,1,D00
India_000743.jpg,Pothole,2,D40
India_000744.jpg,Pothole,2,"D40, D40"
India_000745.jpg,Pothole,2,"D40, D40"
India_000746.jpg,Pothole,2,D40
India_000747.jpg,Pothole,2,"D40, D44"
India_000748.jpg,Crack,1,D01
India_000749.jpg,Normal,0,
India_000751.jpg,Normal,0,
India_000754.jpg,Normal,0,
India_000756.jpg,Both,3,"D00, D40"
India_000757.jpg,Normal,0,
India_000758.jpg,Crack,1,D01
India_000759.jpg,Both,3,"D44, D20, D40"
India_000760.jpg,Crack,1,D00
India_000761.jpg,Normal,0,
India_000762.jpg,Normal,0,
India_000763.jpg,Crack,1,D01
India_000764.jpg,Normal,0,
India_000765.jpg,Crack,1,D00
India_000766.jpg,Normal,0,
India_000768.jpg,Both,3,"D20, D40"
India_000769.jpg,Normal,0,
India_000770.jpg,Both,3,"D20, D40, D40"
India_000771.jpg,Pothole,2,D40
India_000772.jpg,Normal,0,D44
India_000773.jpg,Crack,1,D20
India_000775.jpg,Crack,1,"D20, D44, D44"
India_000776.jpg,Crack,1,D00
India_000778.jpg,Normal,0,
India_000779.jpg,Normal,0,
India_000780.jpg,Crack,1,"D00, D20"
India_000781.jpg,Both,3,"D40, D00"
India_000782.jpg,Crack,1,D20
India_000785.jpg,Both,3,"D40, D20"
India_000786.jpg,Normal,0,
India_000787.jpg,Normal,0,
India_000788.jpg,Crack,1,"D20, D20"
India_000789.jpg,Normal,0,D44
India_000790.jpg,Normal,0,
India_000791.jpg,Crack,1,"D00, D00, D20"
India_000794.jpg,Normal,0,
India_000796.jpg,Crack,1,D00
India_000797.jpg,Pothole,2,D40
India_000798.jpg,Crack,1,"D44, D44, D00"
India_000799.jpg,Normal,0,
India_000800.jpg,Normal,0,
India_000801.jpg,Normal,0,
India_000802.jpg,Pothole,2,D40
India_000803.jpg,Normal,0,
India_000804.jpg,Normal,0,
India_000805.jpg,Normal,0,
India_000806.jpg,Normal,0,
India_000808.jpg,Both,3,"D40, D40, D40, D40, D20"
India_000810.jpg,Normal,0,
India_000811.jpg,Crack,1,"D20, D20"
India_000812.jpg,Pothole,2,"D44, D40, D40, D40"
India_000813.jpg,Normal,0,D44
India_000814.jpg,Normal,0,
India_000815.jpg,Crack,1,"D44, D20"
India_000816.jpg,Crack,1,D00
India_000817.jpg,Normal,0,
India_000819.jpg,Normal,0,
India_000820.jpg,Normal,0,
India_000821.jpg,Crack,1,D01
India_000822.jpg,Pothole,2,"D40, D40"
India_000823.jpg,Pothole,2,D40
India_000824.jpg,Normal,0,
India_000825.jpg,Pothole,2,D40
India_000826.jpg,Normal,0,
India_000827.jpg,Normal,0,
India_000830.jpg,Crack,1,"D20, D44"
India_000831.jpg,Pothole,2,D40
India_000832.jpg,Normal,0,
India_000833.jpg,Crack,1,"D00, D00"
India_000835.jpg,Normal,0,
India_000836.jpg,Normal,0,
India_000837.jpg,Normal,0,
India_000839.jpg,Crack,1,"D00, D20"
India_000840.jpg,Pothole,2,D40
India_000842.jpg,Normal,0,
India_000844.jpg,Normal,0,
India_000846.jpg,Pothole,2,D40
India_000847.jpg,Normal,0,
India_000848.jpg,Both,3,"D20, D20, D20, D40"
India_000849.jpg,Crack,1,"D20, D44"
India_000850.jpg,Crack,1,"D20, D20, D44"
India_000851.jpg,Normal,0,
India_000852.jpg,Crack,1,D20
India_000853.jpg,Pothole,2,"D44, D40, D40"
India_000855.jpg,Pothole,2,"D40, D40, D40, D40, D40"
India_000856.jpg,Crack,1,D20
India_000857.jpg,Both,3,"D40, D01, D11"
India_000858.jpg,Normal,0,
India_000859.jpg,Normal,0,
India_000860.jpg,Crack,1,D20
India_000861.jpg,Crack,1,D20
India_000862.jpg,Both,3,"D10, D00, D00, D40, D40, D40"
India_000863.jpg,Normal,0,
India_000864.jpg,Pothole,2,"D40, D40"
India_000865.jpg,Normal,0,"D44, D50"
India_000866.jpg,Normal,0,
India_000867.jpg,Normal,0,
India_000869.jpg,Normal,0,
India_000870.jpg,Normal,0,D44
India_000872.jpg,Normal,0,
India_000873.jpg,Pothole,2,"D40, D40"
India_000874.jpg,Crack,1,"D50, D00, D44, D44"
India_000879.jpg,Crack,1,"D44, D20"
India_000881.jpg,Normal,0,
India_000882.jpg,Normal,0,
India_000884.jpg,Crack,1,"D00, D20"
India_000885.jpg,Normal,0,
India_000887.jpg,Normal,0,
India_000888.jpg,Normal,0,
India_000890.jpg,Normal,0,
India_000891.jpg,Crack,1,D20
India_000892.jpg,Crack,1,"D20, D20, D44, D44"
India_000893.jpg,Both,3,"D20, D40"
India_000894.jpg,Normal,0,
India_000895.jpg,Crack,1,D20
India_000896.jpg,Crack,1,"D44, D20"
India_000898.jpg,Normal,0,
India_000901.jpg,Normal,0,
India_000905.jpg,Crack,1,D00
India_000907.jpg,Normal,0,
India_000908.jpg,Normal,0,
India_000909.jpg,Normal,0,
India_000910.jpg,Crack,1,D20
India_000911.jpg,Normal,0,
India_000912.jpg,Normal,0,
India_000913.jpg,Normal,0,
India_000914.jpg,Both,3,"D40, D40, D40, D40, D40, D40, D20"
India_000915.jpg,Both,3,"D40, D20"
India_000916.jpg,Normal,0,
India_000917.jpg,Crack,1,"D44, D20, D20"
India_000919.jpg,Crack,1,"D20, D20, D44"
India_000921.jpg,Pothole,2,D40
India_000922.jpg,Crack,1,D20
India_000923.jpg,Pothole,2,D40
India_000925.jpg,Normal,0,
India_000926.jpg,Normal,0,
India_000927.jpg,Normal,0,
India_000928.jpg,Normal,0,D44
India_000930.jpg,Normal,0,
India_000931.jpg,Pothole,2,D40
India_000932.jpg,Crack,1,D20
India_000933.jpg,Crack,1,"D44, D44, D20"
India_000934.jpg,Normal,0,
India_000935.jpg,Pothole,2,"D40, D40"
India_000936.jpg,Crack,1,D20
